room_id,name,title,price,rating_value,rating_reviewCount,bed_info,image_urls,latitude,longitude
45331539,Studio alto padrão no Umarizal,Apartamento ⋅ Belém,2754.91,5.0,4,1 quarto; 2 camas,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDUzMzE1Mzk=/original/b4e46f5f-41dd-4dc0-843d-bbde31f3ab4a.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDUzMzE1Mzk=/original/e160d8f3-62fa-4ade-a58f-9510d3177ec8.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDUzMzE1Mzk=/original/ceeb9a6d-aa13-4928-804c-6c6b1ab63abc.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDUzMzE1Mzk=/original/cf76132b-055a-4bc7-b8cb-21fe6a688047.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDUzMzE1Mzk=/original/bb70589c-153c-4bc1-82ef-c27907496386.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDUzMzE1Mzk=/original/d664aac9-becb-4da3-abf9-778de085a59f.jpeg,-1.43934132309331,-48.49121394567971
1531110121855584800,Cobertura Privativa no Umarizal,Apartamento ⋅ Belém,667.76,0.0,0,1 quarto; 1 cama de casal,https://a0.muscache.com/im/pictures/hosting/Hosting-1531110121855584866/original/cd01f07a-fce4-4c16-ab45-970aee747104.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1531110121855584866/original/a70c30f8-841d-4484-8b57-62aaf096bb4c.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1531110121855584866/original/26bef61a-2cd1-41e4-bf0e-5d19823a2289.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1531110121855584866/original/e3f53bb8-680a-4eea-bda9-2f37b8e49d35.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1531110121855584866/original/fd197105-1f36-4966-af00-f15b719d85d5.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1531110121855584866/original/f200ac9e-c2d1-4ad8-9fab-ce4aa6684dbb.jpeg,-1.44616,-48.48578
605826375496430600,Apto um quarto com piscina perto do Bosque,Condomínio ⋅ Marco,1721.93,4.87,62,1 quarto; 2 camas,https://a0.muscache.com/im/pictures/057646b2-6bd5-4ed0-a75a-0038370fd2b6.jpg; https://a0.muscache.com/im/pictures/9c5917d5-f589-4529-b26d-52e70c620c1f.jpg; https://a0.muscache.com/im/pictures/4743fd6d-eeb5-4903-932a-b95da37c1db7.jpg; https://a0.muscache.com/im/pictures/bea4bbce-7c1f-43bb-8586-a6bb42ea5f6a.jpg; https://a0.muscache.com/im/pictures/0fe6e4a7-ca3d-43a2-a9c8-0aabdabe11db.jpg; https://a0.muscache.com/im/pictures/2bfca66d-0fd5-48ea-bc96-8e9717b006a6.jpg,-1.43216,-48.46253
1395198115350306300,Bayview Deluxe Umarizal,Apartamento ⋅ Belém,3984.98,5.0,20,1 quarto; 1 cama,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM5NTE5ODExNTM1MDMwNjM2Mg==/original/31377ef3-3581-4647-96af-6be5e4aadf99.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM5NTE5ODExNTM1MDMwNjM2Mg==/original/87544457-0112-4abf-810c-bcea94515ac7.jpeg; https://a0.muscache.com/im/pictures/miso/Hosting-1395198115350306362/original/2f0468ee-e8c3-45a0-b85b-8a591ce9b2c5.png; https://a0.muscache.com/im/pictures/miso/Hosting-1395198115350306362/original/71118ceb-d368-4c2f-b593-0a1c4646f0f8.png; https://a0.muscache.com/im/pictures/miso/Hosting-1395198115350306362/original/f860349d-2133-4ff8-9704-d74722d76ce5.png; https://a0.muscache.com/im/pictures/miso/Hosting-1395198115350306362/original/4deeae39-b273-4499-8592-8ee7d4f94231.jpeg,-1.4401,-48.4915
1512523931462295000,Excelente suíte em apto com preço US$ 120/dia,Lugar para ficar em Belém,758.36,0.0,0,1 quarto; 1 cama,https://a0.muscache.com/im/pictures/hosting/Hosting-1512523931462294914/original/dcfbc6a6-b1c2-4238-8dac-17491a0f4779.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1512523931462294914/original/897915a9-7af5-443e-9d6a-e873c3c5b7c1.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1512523931462294914/original/a2825946-6b1f-454b-8b63-7d37b3d15986.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1512523931462294914/original/59f00035-9fdc-4f41-ad22-865ca6eea75b.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1512523931462294914/original/ee9eb1d7-7887-4d36-9ad4-30e235555551.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1512523931462294914/original/680a89b5-7599-425d-b675-068bdcd47e9f.jpeg,-1.4297686825482252,-48.48847695249146
1366752301964035600,Lindo apartamento localização perfeita COP30,Apartamento ⋅ Belém,1540.59,0.0,0,2 quartos; 1 cama,https://a0.muscache.com/im/pictures/hosting/Hosting-1366752301964035625/original/b35bd14c-0444-491f-ba6c-311a94f127c0.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1366752301964035625/original/5307e7be-e539-45bf-bc73-57a20554cc22.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1366752301964035625/original/63dac1b8-f881-4f44-9f22-c6a39365de90.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1366752301964035625/original/17fea1c2-a021-4354-b9a6-ebd8142c11bf.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1366752301964035625/original/a5cf8f74-a738-4e11-bce3-94dbcc5a06c2.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1366752301964035625/original/dbc6296a-35a1-4cd7-b057-55309202c72d.jpeg,-1.43398864373412,-48.47584480457896
1519139162638784800,apartamento confortável e moderno,Apartamento ⋅ Belém,4006.59,0.0,0,2 quartos; 2 camas,https://a0.muscache.com/im/pictures/hosting/Hosting-1519139162638784700/original/9cad47ff-0bf8-4e66-bc04-2b8efdffa0cd.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1519139162638784700/original/11682f46-81d1-4f25-b17d-242336e9d8be.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1519139162638784700/original/a0bc99f4-7438-48ad-babe-8ca6614d42bd.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1519139162638784700/original/836780a8-002e-473a-b952-3313e6f6a72f.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1519139162638784700/original/6191f1d4-4dba-46f7-9631-193426eb24ce.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1519139162638784700/original/244c01a5-abd5-44ed-af6f-300f513d190a.jpeg,-1.4171,-48.4631
1460840934310408000,Ap 2/4 na Doca em Prédio de Luxo,Apartamento ⋅ Belém,3402.35,0.0,0,2 quartos; 2 camas de casal,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQ2MDg0MDkzNDMxMDQwODAyNg==/original/417a5996-9978-4a46-9328-22b42ea2b516.jpeg; https://a0.muscache.com/im/pictures/miso/Hosting-1460840934310408026/original/ace1f2bf-433d-4d94-89aa-472a711da096.jpeg; https://a0.muscache.com/im/pictures/miso/Hosting-1460840934310408026/original/87962ccc-9adf-4042-b319-4a11f19b2e20.jpeg; https://a0.muscache.com/im/pictures/miso/Hosting-1460840934310408026/original/a7c633ce-008b-4d20-9801-b04d19aa777a.jpeg; https://a0.muscache.com/im/pictures/miso/Hosting-1460840934310408026/original/4f1179fd-f38d-48dc-be72-26a955ad419f.jpeg; https://a0.muscache.com/im/pictures/miso/Hosting-1460840934310408026/original/db9db27c-f0bd-4029-9005-7179410b9d0e.jpeg,-1.4401,-48.4915
1436226452459335700,Cobertura duplex com jacuzzi COP 30,Apartamento ⋅ Belém,10035.15,5.0,4,3 quartos; 3 camas,https://a0.muscache.com/im/pictures/hosting/Hosting-1436226452459335572/original/cde1b100-195d-4624-ace0-5ae547c24d80.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1436226452459335572/original/bb1770b9-dd0d-40d1-b24f-5ff84c8cb075.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1436226452459335572/original/03a0e4d4-29d8-4637-9d88-b1a95cfbd233.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1436226452459335572/original/ae9fbd7e-0880-49ae-9ddb-f55aaaf6f7cc.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1436226452459335572/original/8b99120b-23fb-4d16-8dd4-9ef588080cf6.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1436226452459335572/original/4dd8578c-18f5-4d2d-a54b-145792d63f44.jpeg,-1.4339763493438469,-48.45111369075643
1528232199030826500,Flat moderno e aconchegante,Loft ⋅ Belém,2602.61,0.0,0,1 quarto; 1 cama,https://a0.muscache.com/im/pictures/hosting/Hosting-1528232199030826401/original/42a2100a-380f-469e-bf64-eeba7e38f1e5.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1528232199030826401/original/b93e1178-efd3-4a88-91b9-034cc70f735d.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1528232199030826401/original/b8632538-5c58-4eea-8ea5-427f6f80e0e2.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1528232199030826401/original/83702fb8-1f20-400e-ae95-4749475194fe.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1528232199030826401/original/9b55527e-f729-4c29-a48f-92beaaba145d.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1528232199030826401/original/edf21b7f-27fc-47fd-a54b-9729098c4460.jpeg,-1.46824,-48.49176
